# WARNING: MOCK/SYNTHETIC ADP — not real yahoo platform data
adp_rank,player_name,position,team,adp,projected_total
180,Dillon Gabriel,QB,CLE,178.5,83
181,Joe Flacco,QB,CIN,179.1,80
182,Andy Dalton,QB,CAR,179.3,79
183,Xavier Legette,WR,CAR,184.3,82
184,Darnell Mooney,WR,ATL,185.8,76
185,Dylan Sampson,RB,CLE,186.0,80
186,Cole Kmet,TE,CHI,187.0,78
187,Trey Benson,RB,ARI,188.2,79
188,DeMario Douglas,WR,NE,189.8,79
189,Braelon Allen,RB,NYJ,190.3,72
190,Jameis Winston,QB,NYG,190.3,79
191,Jalen Coker,WR,CAR,190.9,76
192,Austin Ekeler,RB,WAS,191.3,74
193,Malik Washington,WR,MIA,192.8,81
194,Evan Engram,TE,DEN,193.9,74
195,Travis Hunter,WR,JAX,194.8,77
196,Ollie Gordon II,RB,MIA,196.7,71
197,Joshua Dobbs,QB,NE,197.0,74
198,Tez Johnson,WR,TB,197.4,78
199,Michael Penix Jr.,QB,ATL,197.5,77
200,Ja'Tavion Sanders,TE,CAR,197.9,75
201,Tory Horton,WR,SEA,201.8,71
202,Kirk Cousins,QB,ATL,205.0,75
203,Tank Bigsby,RB,PHI,205.8,74
204,Emanuel Wilson,RB,GB,205.9,69
205,Moliki Matavao,TE,NO,207.3,70
206,Jaylen Wright,RB,MIA,207.9,73
207,Mike Gesicki,TE,CIN,208.0,70
208,Andrei Iosivas,WR,CIN,208.2,69
209,Devin Neal,RB,NO,209.1,70
210,Nate Carter,RB,ATL,209.7,72
211,Cooper Kupp,WR,SEA,210.9,69
212,Jalen McMillan,WR,TB,212.1,68
213,Samaje Perine,RB,CIN,214.0,69
214,Isaiah Likely,TE,BAL,214.9,68
215,Noah Fant,TE,CIN,216.3,69
216,Josh Palmer,WR,BUF,216.7,66
217,DeAndre Hopkins,WR,BAL,217.3,66
218,Audric Estimé,RB,NO,218.1,66
219,Jonnu Smith,TE,PIT,220.1,64
220,JuJu Smith-Schuster,WR,KC,220.8,67
221,Darren Waller,TE,MIA,221.3,68
222,Tyrell Shavers,WR,BUF,221.6,65
223,Theo Wease Jr.,WR,MIA,223.9,64
224,Colby Parkinson,TE,LA,226.0,66
225,Jake Tonges,TE,SF,226.4,66
226,Xavier Hutchinson,WR,HOU,226.9,68
227,Tyjae Spears,RB,TEN,230.2,69
228,Jordan Mason,RB,MIN,231.1,63
229,Darnell Washington,TE,PIT,231.6,62
230,Luke McCaffrey,WR,WAS,231.7,64
231,Ameer Abdullah,RB,IND,231.8,63
232,Jaydon Blue,RB,DAL,233.6,65
233,Riley Leonard,QB,IND,233.9,63
234,Tim Patrick,WR,JAX,234.6,63
235,Marquise Brown,WR,KC,235.1,64
236,Calvin Austin III,WR,PIT,235.6,62
237,Michael Carter,RB,ARI,235.6,63
238,Tahj Washington,WR,MIA,235.7,61
239,Antonio Gibson,RB,NE,237.4,60
240,Isaiah Bond,WR,CLE,238.5,62
241,Ricky Pearsall,WR,SF,239.5,62
242,Demarcus Robinson,WR,SF,241.0,60
243,Dawson Knox,TE,BUF,241.1,62
244,Raheim Sanders,RB,CLE,242.2,60
245,DJ Giddens,RB,IND,246.2,59
246,Jalen Tolbert,WR,DAL,246.4,57
247,Devaughn Vele,WR,NO,246.6,60
248,Michael Mayer,TE,LV,246.7,59
249,Van Jefferson,WR,TEN,246.8,60
250,Kendrick Bourne,WR,SF,246.8,57
251,Jalen Nailor,WR,MIN,247.0,59
252,Jaleel McLaughlin,RB,DEN,248.3,57
253,Jaylin Lane,WR,WAS,253.1,57
254,Devin Culp,TE,TB,253.2,57
255,Mitchell Trubisky,QB,BUF,253.6,58
256,Ryan Flournoy,WR,DAL,253.8,58
257,Ronnie Bell,WR,NO,256.2,55
258,Jeremy McNichols,RB,WAS,257.5,55
259,Jack Bech,WR,LV,258.0,56
260,Ray Davis,RB,BUF,258.1,54
261,Sean Tucker,RB,TB,258.3,58
262,Jaret Patterson,RB,LAC,258.9,55
263,Darius Slayton,WR,NYG,259.1,55
264,Josh Oliver,TE,MIN,260.3,53
265,Davis Mills,QB,HOU,262.5,52
266,Malik Willis,QB,GB,263.1,58
267,Austin Hooper,TE,NE,265.1,57
268,Elijah Higgins,TE,ARI,266.4,55
269,Teddy Bridgewater,QB,TB,269.7,56
270,Kalel Mullings,RB,TEN,271.9,51
271,Keaton Mitchell,RB,BAL,272.1,52
272,Tyler Huntley,QB,BAL,272.8,53
273,Trey Lance,QB,LAC,273.2,54
274,Jerome Ford,RB,CLE,273.8,53
275,LaJohntay Wester,WR,BAL,274.6,49
276,Rashid Shaheed,WR,SEA,274.6,52
277,Mack Hollins,WR,NE,274.7,54
278,Tanner McKee,QB,PHI,275.6,50
279,Kendre Miller,RB,NO,277.8,52
280,Josh Johnson,QB,,278.0,48
281,Luke Schoonmaker,TE,DAL,280.1,54
282,Taysom Hill,TE,NO,282.0,50
283,Kyle Allen,QB,DET,282.5,49
284,Justice Hill,RB,BAL,284.2,52
285,Daniel Bellinger,TE,NYG,284.9,49
286,Zay Jones,WR,ARI,285.0,48
287,Gabe Davis,WR,BUF,286.2,48
288,Jared Wiley,TE,KC,287.3,51
289,Adrian Martinez,QB,,287.3,49
290,Kaleb Johnson,RB,,289.0,50
291,Mitchell Evans,TE,CAR,290.7,51
292,Nick Westbrook-Ikhine,WR,MIA,291.2,50
293,Cedrick Wilson Jr.,WR,MIA,292.0,45
294,Travis Vokolek,TE,ARI,292.0,48
295,John Metchie III,WR,NYJ,292.3,48
296,Jacoby Jones,WR,,293.9,43
297,Chris Rodriguez Jr.,RB,WAS,294.3,50
298,Tyler Higbee,TE,LA,297.5,45
299,Nyheim Hines,RB,NO,297.8,46
300,KaVontae Turpin,WR,DAL,298.2,45
301,Isaiah Hodgins,WR,NYG,300.8,44
302,Tyler Lockett,WR,LV,301.9,47
303,Malachi Corley,WR,CLE,302.1,48
304,Roschon Johnson,RB,CHI,302.1,48
305,Will Dissly,TE,LAC,303.1,45
306,Tommy Tremble,TE,CAR,305.9,47
307,Elijah Arroyo,TE,SEA,307.2,45
308,Noah Gray,TE,KC,307.8,45
309,Jackson Hawes,TE,BUF,309.2,48
310,Shane Zylstra,TE,DET,309.9,47
311,Miles Sanders,RB,DAL,310.9,42
312,Corey Kiner,RB,ARI,312.4,40
313,Josh Reynolds,WR,NYJ,313.3,43
314,Brandin Cooks,WR,BUF,314.3,41
315,Olamide Zaccheaus,WR,CHI,314.8,44
316,Eric Gray,RB,NYG,315.0,41
317,Jimmy Horn Jr.,WR,CAR,318.9,41
318,Emari Demercado,RB,ARI,319.1,41
319,Kedon Slovis,QB,ARI,319.5,40
320,Davis Allen,TE,LA,319.9,41
321,Devin Duvernay,WR,CHI,321.2,40
322,Malik Davis,RB,DAL,321.6,39
323,Jarrett Stidham,QB,DEN,321.7,42
324,Jordan Whittington,WR,LA,322.2,43
325,Kyle Juszczyk,RB,SF,325.4,41
326,Savion Williams,WR,GB,326.1,38
327,Kalif Raymond,WR,DET,328.1,40
328,Terrell Jennings,RB,NE,329.8,38
329,Noah Brown,WR,WAS,329.9,38
330,Cedric Tillman,WR,,330.3,44
331,D'Ernest Johnson,RB,NE,330.8,37
332,Isaiah Williams,WR,,332.2,40
333,Cam Akers,RB,SEA,332.6,39
334,Trevor Etienne,RB,CAR,333.3,38
335,Adam Trautman,TE,DEN,336.7,38
336,Konata Mumpfield,WR,LA,338.1,39
337,Sal Cannella,TE,CLE,338.6,40
338,Devontez Walker,WR,BAL,340.1,38
339,Jalen Brooks,WR,ARI,342.5,38
340,Elijah Moore,WR,DEN,344.7,37
341,Chris Moore,WR,WAS,345.0,36
342,Nikola Kalinic,TE,CHI,346.0,37
343,Ben Sinnott,TE,WAS,346.1,36
344,Zavier Scott,RB,MIN,346.4,36
345,Bam Knight,RB,ARI,346.4,36
346,Luke Musgrave,TE,GB,347.3,38
347,Marquez Valdes-Scantling,WR,PIT,348.3,36
348,Ke'Shawn Williams,WR,CIN,348.9,38
349,Brock Wright,TE,DET,349.3,35
350,Tyson Bagent,QB,CHI,350.8,37
351,John Bates,TE,WAS,352.0,36
352,Greg Dortch,WR,ARI,354.4,35
353,Tyler Badie,RB,DEN,354.4,36
354,Tip Reiman,TE,ARI,354.5,34
355,River Cracraft,WR,WAS,355.5,34
356,Kevin Austin Jr.,WR,NO,356.1,34
357,Shedrick Jackson,WR,LV,356.3,36
358,Curtis Samuel,WR,BUF,356.5,36
359,Mitchell Tinsley,WR,CIN,361.5,33
360,Tyquan Thornton,WR,KC,362.0,31
361,Christian Kirk,WR,HOU,364.9,34
362,Josh Williams,RB,,365.9,34
363,Josh Whyle,TE,GB,366.1,32
364,Jeremy Ruckert,TE,NYJ,367.0,34
365,Nick Mullens,QB,JAX,367.4,33
366,Dont'e Thornton Jr.,WR,LV,368.4,33
367,LeQuint Allen Jr.,RB,JAX,368.9,35
368,Charlie Kolar,TE,BAL,369.9,36
369,Gunner Olszewski,WR,NYG,369.9,31
370,Tylan Wallace,WR,BAL,371.4,32
371,Tanner Hudson,TE,CIN,376.3,31
372,Tai Felton,WR,MIN,376.4,31
373,Jahan Dotson,WR,PHI,377.4,31
374,Foster Moreau,TE,NO,378.1,33
375,Ty Chandler,RB,MIN,379.5,32
376,Evan Hull,RB,NO,381.0,30
377,Chris Oladokun,QB,KC,381.3,33
378,KeAndre Lambert-Smith,WR,LAC,382.0,29
379,Dalen Cambre,WR,NYG,382.6,30
380,Drew Sample,TE,CIN,383.4,31
381,Zamir White,RB,LV,383.9,30
382,Lil'Jordan Humphrey,WR,DEN,384.3,32
383,Grant Calcaterra,TE,PHI,384.4,30
384,Chris Brooks,RB,,384.6,24
385,Greg Dulcich,TE,MIA,385.8,33
386,Jonathan Mingo,WR,DAL,386.6,28
387,Will Shipley,RB,PHI,386.7,30
388,Ben Skowronek,WR,PIT,386.7,27
389,Hunter Luepke,RB,DAL,386.8,27
390,Nate Adkins,TE,DEN,387.0,29
391,David Sills,WR,ATL,388.2,26
392,Ian Thomas,TE,LV,388.8,27
393,Skyy Moore,WR,SF,390.6,27
394,Julian Hill,TE,MIA,392.2,27
395,Cade Stover,TE,HOU,392.8,31
396,Cameron Latu,TE,PHI,395.2,27
397,Brady Cook,QB,NYJ,396.2,29
398,Ronnie Rivers,RB,LA,396.9,26
399,Braxton Berrios,WR,HOU,397.9,26
400,Mo Alie-Cox,TE,IND,400.0,28
401,Charlie Woerner,TE,ATL,400.6,25
402,Darius Cooper,WR,PHI,402.1,26
403,Kylen Granson,TE,PHI,403.3,25
404,Luke Farrell,TE,SF,405.2,26
405,Sione Vaki,RB,DET,405.3,27
406,James Proche,WR,TEN,405.5,21
407,Dameon Pierce,RB,KC,406.1,25
408,Ben Sims,TE,MIN,406.2,23
409,Cody White,WR,,406.8,23
410,Brayden Willis,TE,SF,407.7,23
411,Mecole Hardman,WR,BUF,409.8,23
412,Lucas Krull,TE,DEN,411.5,21
413,Tahj Brooks,RB,CIN,413.0,25
414,Justin Watson,WR,,414.9,26
415,Jacob Saylors,RB,DET,416.2,25
416,Arian Smith,WR,NYJ,416.6,23
417,Carter Runyon,TE,LV,417.7,23
418,John FitzPatrick,TE,GB,417.9,22
419,Tyler Goodson,RB,IND,418.2,23
420,Payne Durham,TE,TB,418.3,22
421,Derius Davis,WR,LAC,419.2,23
422,Beaux Collins,WR,NYG,422.2,22
423,Johnny Mundt,TE,JAX,423.3,22
424,Tanner Conner,TE,NYG,423.4,22
425,Joe Milton III,QB,DAL,424.0,22
426,Jason Brownlee,WR,KC,424.0,20
427,Velus Jones Jr.,RB,SEA,430.1,20
428,Stone Smartt,TE,NYJ,430.6,22
429,Laquon Treadwell,WR,IND,430.6,20
430,Treylon Burks,WR,WAS,433.6,22
431,Ashton Dulin,WR,IND,434.7,20
432,Scott Miller,WR,,436.5,20
433,Max Brosmer,QB,MIN,442.0,20
434,Harrison Bryant,TE,HOU,442.1,20
435,Dylan Drummond,WR,ATL,442.4,20
