# WARNING: MOCK/SYNTHETIC ADP — not real sleeper platform data
adp_rank,player_name,position,team,adp,projected_total
108,Aaron Rodgers,QB,PIT,108.8,115
109,Jacory Croskey-Merritt,RB,WAS,110.7,116
110,Chimere Dike,WR,TEN,111.3,116
111,Christian Watson,WR,GB,112.2,112
112,Tre Tucker,WR,LV,115.1,120
113,Tony Pollard,RB,TEN,115.1,124
114,Parker Washington,WR,JAX,115.4,114
115,Jayden Reed,WR,GB,116.1,110
116,Mac Jones,QB,SF,116.2,110
117,Dalton Schultz,TE,HOU,116.4,108
118,Rachaad White,RB,TB,117.3,112
119,Romeo Doubs,WR,GB,118.6,119
120,Jauan Jennings,WR,SF,120.7,115
121,Mark Andrews,TE,BAL,122.0,109
122,James Conner,RB,ARI,122.7,115
123,Mike Evans,WR,,122.9,125
124,Oronde Gadsden II,TE,LAC,123.7,108
125,Kareem Hunt,RB,KC,124.0,110
126,Woody Marks,RB,HOU,125.2,114
127,Tyler Allgeier,RB,ATL,125.3,104
128,J.K. Dobbins,RB,DEN,126.9,96
129,Keon Coleman,WR,BUF,127.6,112
130,Tyler Shough,QB,NO,128.1,112
131,Justin Fields,QB,NYJ,130.0,103
132,Juwan Johnson,TE,NO,130.3,104
133,Elic Ayomanor,WR,TEN,134.3,105
134,Isaiah Davis,RB,NYJ,134.6,103
135,Rhamondre Stevenson,RB,NE,135.5,110
136,Blake Corum,RB,LA,136.4,99
137,Brashard Smith,RB,KC,137.8,89
138,AJ Barner,TE,SEA,139.2,102
139,Tyreek Hill,WR,MIA,140.3,103
140,Zach Ertz,TE,WAS,140.4,94
141,Adonai Mitchell,WR,NYJ,142.8,91
142,J.J. McCarthy,QB,MIN,143.1,100
143,Kayshon Boutte,WR,NE,143.2,94
144,Kyle Williams,WR,,143.4,101
145,Mason Rudolph,QB,PIT,143.6,99
146,Chuba Hubbard,RB,CAR,143.6,97
147,Rico Dowdle,RB,CAR,144.7,97
148,Tyrone Tracy Jr.,RB,NYG,145.6,103
149,Matthew Golden,WR,GB,147.0,97
150,Jaylin Noel,WR,HOU,148.7,94
151,Jalen Royals,WR,KC,148.9,95
152,Carson Wentz,QB,MIN,150.0,102
153,Najee Harris,RB,LAC,151.1,93
154,Chig Okonkwo,TE,TEN,151.3,92
155,Isaac TeSlaa,WR,DET,151.5,90
156,Devin Singletary,RB,NYG,151.9,95
157,Thomas Fidone II,TE,NYG,154.3,94
158,Quinn Ewers,QB,MIA,154.8,92
159,Tre Harris,WR,LAC,155.8,89
160,Pat Bryant,WR,DEN,156.2,87
161,Zach Wilson,QB,MIA,157.4,96
162,Shedeur Sanders,QB,CLE,158.5,92
163,Gardner Minshew,QB,KC,162.2,90
164,Jacoby Brissett,QB,ARI,162.5,91
165,Josh Downs,WR,IND,164.1,85
166,Bhayshul Tuten,RB,JAX,164.2,87
167,Dillon Gabriel,QB,CLE,164.8,83
168,Terrance Ferguson,TE,LA,166.2,85
169,Brenton Strange,TE,JAX,169.8,88
170,Adam Thielen,WR,PIT,172.4,84
171,Brian Robinson,RB,SF,172.5,82
172,Malik Washington,WR,MIA,173.1,81
173,Kimani Vidal,RB,LAC,173.2,92
174,Nick Chubb,RB,HOU,174.3,82
175,Marvin Mims Jr.,WR,DEN,175.8,85
176,DeMario Douglas,WR,NE,176.4,79
177,Aaron Jones,RB,,180.9,84
178,Darnell Mooney,WR,ATL,181.5,76
179,Mason Taylor,TE,NYJ,181.7,82
180,Joe Flacco,QB,CIN,184.1,80
181,Travis Hunter,WR,JAX,185.2,77
182,Xavier Legette,WR,CAR,185.4,82
183,Calvin Ridley,WR,TEN,186.3,82
184,Tez Johnson,WR,TB,188.5,78
185,Pat Freiermuth,TE,PIT,188.5,82
186,Kenny Pickett,QB,LV,190.9,81
187,Jameis Winston,QB,NYG,191.0,79
188,Dylan Sampson,RB,CLE,191.1,80
189,Jimmy Garoppolo,QB,LA,191.5,81
190,Isaiah Likely,TE,BAL,192.7,68
191,Andy Dalton,QB,CAR,193.5,79
192,Michael Penix Jr.,QB,ATL,193.9,77
193,Evan Engram,TE,DEN,194.6,74
194,Jalen Coker,WR,CAR,196.0,76
195,Kirk Cousins,QB,ATL,196.7,75
196,Cole Kmet,TE,CHI,197.7,78
197,Joshua Dobbs,QB,NE,199.5,74
198,Nate Carter,RB,ATL,200.7,72
199,Tyjae Spears,RB,TEN,205.0,69
200,Austin Ekeler,RB,WAS,205.3,74
201,Ja'Tavion Sanders,TE,CAR,206.6,75
202,Tory Horton,WR,SEA,208.1,71
203,Trey Benson,RB,ARI,208.6,79
204,Andrei Iosivas,WR,CIN,209.1,69
205,Darren Waller,TE,MIA,210.6,68
206,Tank Bigsby,RB,PHI,210.9,74
207,Noah Fant,TE,CIN,211.2,69
208,DeAndre Hopkins,WR,BAL,211.7,66
209,Braelon Allen,RB,NYJ,213.6,72
210,Samaje Perine,RB,CIN,213.8,69
211,Cooper Kupp,WR,SEA,214.0,69
212,Moliki Matavao,TE,NO,214.2,70
213,Mike Gesicki,TE,CIN,214.5,70
214,Ollie Gordon II,RB,MIA,214.9,71
215,Xavier Hutchinson,WR,HOU,215.5,68
216,Jaylen Wright,RB,MIA,215.9,73
217,Jake Tonges,TE,SF,216.0,66
218,Audric Estimé,RB,NO,217.6,66
219,Marquise Brown,WR,KC,218.2,64
220,Colby Parkinson,TE,LA,218.6,66
221,Ameer Abdullah,RB,IND,219.3,63
222,Tim Patrick,WR,JAX,219.6,63
223,Devin Neal,RB,NO,220.1,70
224,Jalen McMillan,WR,TB,221.3,68
225,Michael Carter,RB,ARI,221.3,63
226,Theo Wease Jr.,WR,MIA,222.6,64
227,JuJu Smith-Schuster,WR,KC,223.2,67
228,Emanuel Wilson,RB,GB,224.2,69
229,Luke McCaffrey,WR,WAS,224.4,64
230,Jonnu Smith,TE,PIT,224.9,64
231,Josh Palmer,WR,BUF,228.0,66
232,Jordan Mason,RB,MIN,228.5,63
233,Jaydon Blue,RB,DAL,228.9,65
234,Tyrell Shavers,WR,BUF,232.3,65
235,Dawson Knox,TE,BUF,232.6,62
236,Devaughn Vele,WR,NO,235.1,60
237,Calvin Austin III,WR,PIT,236.1,62
238,Van Jefferson,WR,TEN,238.1,60
239,Ricky Pearsall,WR,SF,238.8,62
240,Isaiah Bond,WR,CLE,239.4,62
241,Tahj Washington,WR,MIA,241.0,61
242,Kendrick Bourne,WR,SF,241.2,57
243,Riley Leonard,QB,IND,241.4,63
244,Malik Willis,QB,GB,243.7,58
245,Michael Mayer,TE,LV,244.5,59
246,Tyler Huntley,QB,BAL,245.5,53
247,Antonio Gibson,RB,NE,245.9,60
248,Austin Hooper,TE,NE,246.2,57
249,Jalen Nailor,WR,MIN,247.5,59
250,Demarcus Robinson,WR,SF,247.8,60
251,DJ Giddens,RB,IND,248.7,59
252,Darnell Washington,TE,PIT,249.0,62
253,Ryan Flournoy,WR,DAL,252.7,58
254,Sean Tucker,RB,TB,252.8,58
255,Mack Hollins,WR,NE,253.1,54
256,Teddy Bridgewater,QB,TB,254.5,56
257,Ronnie Bell,WR,NO,255.5,55
258,Jerome Ford,RB,CLE,259.2,53
259,Jaleel McLaughlin,RB,DEN,259.6,57
260,Devin Culp,TE,TB,260.6,57
261,Raheim Sanders,RB,CLE,262.2,60
262,Jack Bech,WR,LV,262.7,56
263,Darius Slayton,WR,NYG,263.0,55
264,Jaret Patterson,RB,LAC,263.2,55
265,Jeremy McNichols,RB,WAS,264.1,55
266,Mitchell Trubisky,QB,BUF,264.3,58
267,Jaylin Lane,WR,WAS,265.0,57
268,Chris Rodriguez Jr.,RB,WAS,266.0,50
269,Jalen Tolbert,WR,DAL,266.0,57
270,Trey Lance,QB,LAC,267.0,54
271,Luke Schoonmaker,TE,DAL,268.3,54
272,Adrian Martinez,QB,,269.3,49
273,Elijah Higgins,TE,ARI,269.7,55
274,Kendre Miller,RB,NO,272.5,52
275,Ray Davis,RB,BUF,273.2,54
276,Josh Oliver,TE,MIN,275.4,53
277,Justice Hill,RB,BAL,275.6,52
278,Rashid Shaheed,WR,SEA,277.3,52
279,Mitchell Evans,TE,CAR,277.5,51
280,Kyle Allen,QB,DET,277.6,49
281,Jared Wiley,TE,KC,278.2,51
282,Kaleb Johnson,RB,,279.2,50
283,Josh Johnson,QB,,280.1,48
284,Tanner McKee,QB,PHI,282.5,50
285,Davis Mills,QB,HOU,282.6,52
286,Kalel Mullings,RB,TEN,283.0,51
287,John Metchie III,WR,NYJ,285.3,48
288,LaJohntay Wester,WR,BAL,286.3,49
289,Nick Westbrook-Ikhine,WR,MIA,287.7,50
290,Keaton Mitchell,RB,BAL,287.9,52
291,Taysom Hill,TE,NO,288.8,50
292,Zay Jones,WR,ARI,289.6,48
293,Daniel Bellinger,TE,NYG,290.4,49
294,Brandin Cooks,WR,BUF,292.4,41
295,Cedric Tillman,WR,,293.8,44
296,Jackson Hawes,TE,BUF,295.3,48
297,Roschon Johnson,RB,CHI,299.4,48
298,Shane Zylstra,TE,DET,299.8,47
299,Nyheim Hines,RB,NO,299.9,46
300,Gabe Davis,WR,BUF,300.1,48
301,Jordan Whittington,WR,LA,301.8,43
302,Will Dissly,TE,LAC,302.1,45
303,Malachi Corley,WR,CLE,302.9,48
304,Davis Allen,TE,LA,303.9,41
305,Travis Vokolek,TE,ARI,304.9,48
306,Miles Sanders,RB,DAL,306.4,42
307,Kedon Slovis,QB,ARI,308.7,40
308,Noah Gray,TE,KC,309.3,45
309,Elijah Arroyo,TE,SEA,310.0,45
310,Isaiah Hodgins,WR,NYG,310.8,44
311,Devin Duvernay,WR,CHI,310.9,40
312,Tyler Lockett,WR,LV,311.0,47
313,KaVontae Turpin,WR,DAL,311.0,45
314,Olamide Zaccheaus,WR,CHI,312.9,44
315,Jacoby Jones,WR,,314.5,43
316,Cedrick Wilson Jr.,WR,MIA,315.1,45
317,Tommy Tremble,TE,CAR,317.1,47
318,Tyler Higbee,TE,LA,317.6,45
319,Eric Gray,RB,NYG,317.9,41
320,Corey Kiner,RB,ARI,318.2,40
321,Jarrett Stidham,QB,DEN,319.2,42
322,Jimmy Horn Jr.,WR,CAR,319.4,41
323,Adam Trautman,TE,DEN,319.7,38
324,Josh Reynolds,WR,NYJ,320.4,43
325,Kalif Raymond,WR,DET,320.6,40
326,Kyle Juszczyk,RB,SF,322.3,41
327,Malik Davis,RB,DAL,325.4,39
328,Sal Cannella,TE,CLE,326.8,40
329,Devontez Walker,WR,BAL,328.4,38
330,Terrell Jennings,RB,NE,329.0,38
331,Elijah Moore,WR,DEN,330.7,37
332,Emari Demercado,RB,ARI,332.6,41
333,Cam Akers,RB,SEA,332.7,39
334,Trevor Etienne,RB,CAR,332.9,38
335,Noah Brown,WR,WAS,338.7,38
336,Savion Williams,WR,GB,339.8,38
337,Konata Mumpfield,WR,LA,340.6,39
338,Marquez Valdes-Scantling,WR,PIT,343.1,36
339,D'Ernest Johnson,RB,NE,344.1,37
340,Charlie Kolar,TE,BAL,344.1,36
341,Luke Musgrave,TE,GB,345.0,38
342,Isaiah Williams,WR,,345.3,40
343,Chris Moore,WR,WAS,346.7,36
344,Tyson Bagent,QB,CHI,347.0,37
345,Curtis Samuel,WR,BUF,348.9,36
346,Ke'Shawn Williams,WR,CIN,349.3,38
347,Jalen Brooks,WR,ARI,349.6,38
348,Mitchell Tinsley,WR,CIN,349.9,33
349,Nikola Kalinic,TE,CHI,352.0,37
350,Tyler Badie,RB,DEN,352.4,36
351,Jeremy Ruckert,TE,NYJ,353.1,34
352,Ben Sinnott,TE,WAS,353.7,36
353,Tylan Wallace,WR,BAL,354.7,32
354,John Bates,TE,WAS,356.0,36
355,LeQuint Allen Jr.,RB,JAX,356.0,35
356,Tanner Hudson,TE,CIN,356.6,31
357,Christian Kirk,WR,HOU,356.8,34
358,Zavier Scott,RB,MIN,357.3,36
359,Tip Reiman,TE,ARI,358.3,34
360,Greg Dortch,WR,ARI,358.9,35
361,Shedrick Jackson,WR,LV,360.7,36
362,Bam Knight,RB,ARI,362.2,36
363,River Cracraft,WR,WAS,363.9,34
364,Kevin Austin Jr.,WR,NO,364.7,34
365,Brock Wright,TE,DET,365.7,35
366,Dont'e Thornton Jr.,WR,LV,366.5,33
367,Justin Watson,WR,,366.7,26
368,Jahan Dotson,WR,PHI,367.6,31
369,Chris Oladokun,QB,KC,368.4,33
370,Nick Mullens,QB,JAX,369.1,33
371,Ty Chandler,RB,MIN,369.8,32
372,Drew Sample,TE,CIN,371.0,31
373,Gunner Olszewski,WR,NYG,372.5,31
374,Greg Dulcich,TE,MIA,375.0,33
375,Cade Stover,TE,HOU,375.6,31
376,Lil'Jordan Humphrey,WR,DEN,377.3,32
377,Zamir White,RB,LV,378.4,30
378,Jonathan Mingo,WR,DAL,378.8,28
379,Josh Whyle,TE,GB,378.9,32
380,Evan Hull,RB,NO,380.2,30
381,Ben Skowronek,WR,PIT,380.8,27
382,Ian Thomas,TE,LV,382.4,27
383,Josh Williams,RB,,382.8,34
384,Mo Alie-Cox,TE,IND,384.7,28
385,Will Shipley,RB,PHI,384.8,30
386,Julian Hill,TE,MIA,384.8,27
387,Grant Calcaterra,TE,PHI,384.8,30
388,Nate Adkins,TE,DEN,385.2,29
389,Foster Moreau,TE,NO,386.1,33
390,Tyquan Thornton,WR,KC,386.8,31
391,Skyy Moore,WR,SF,387.9,27
392,Kylen Granson,TE,PHI,389.3,25
393,David Sills,WR,ATL,389.9,26
394,Tai Felton,WR,MIN,390.3,31
395,KeAndre Lambert-Smith,WR,LAC,390.6,29
396,Tahj Brooks,RB,CIN,392.4,25
397,Dalen Cambre,WR,NYG,392.4,30
398,Hunter Luepke,RB,DAL,394.6,27
399,Cameron Latu,TE,PHI,395.4,27
400,Sione Vaki,RB,DET,399.1,27
401,Tyler Goodson,RB,IND,400.3,23
402,Jacob Saylors,RB,DET,401.4,25
403,Luke Farrell,TE,SF,401.8,26
404,Brady Cook,QB,NYJ,405.3,29
405,Ronnie Rivers,RB,LA,405.6,26
406,Johnny Mundt,TE,JAX,405.8,22
407,Payne Durham,TE,TB,406.4,22
408,Darius Cooper,WR,PHI,407.7,26
409,Derius Davis,WR,LAC,408.1,23
410,Braxton Berrios,WR,HOU,409.3,26
411,Charlie Woerner,TE,ATL,411.4,25
412,Mecole Hardman,WR,BUF,411.7,23
413,Ben Sims,TE,MIN,413.2,23
414,Scott Miller,WR,,413.6,20
415,Stone Smartt,TE,NYJ,419.0,22
416,Dameon Pierce,RB,KC,419.1,25
417,Treylon Burks,WR,WAS,419.4,22
418,Chris Brooks,RB,,419.9,24
419,Harrison Bryant,TE,HOU,420.3,20
420,Tanner Conner,TE,NYG,421.7,22
421,James Proche,WR,TEN,422.4,21
422,Brayden Willis,TE,SF,422.7,23
423,Cody White,WR,,423.8,23
424,Velus Jones Jr.,RB,SEA,424.2,20
425,John FitzPatrick,TE,GB,425.0,22
426,Ashton Dulin,WR,IND,425.3,20
427,Laquon Treadwell,WR,IND,426.4,20
428,Carter Runyon,TE,LV,426.8,23
429,Joe Milton III,QB,DAL,427.9,22
430,Arian Smith,WR,NYJ,429.3,23
431,Lucas Krull,TE,DEN,429.6,21
432,Max Brosmer,QB,MIN,431.0,20
433,Dylan Drummond,WR,ATL,431.2,20
434,Beaux Collins,WR,NYG,431.5,22
435,Jason Brownlee,WR,KC,436.2,20
